danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,genre
0.31,0.722,-5.348,0.0813,0.287,0.0,0.345,0.349,Rap
0.762,0.437,-12.833,0.311,0.452,0.0,0.0972,0.595,Rap
0.8390000000000001,0.477,-5.973,0.32,0.0877,0.0,0.1119999999999999,0.275,Rap
0.637,0.2,-17.277,0.205,0.303,0.00528,0.102,0.414,Rap
0.913,0.6459999999999999,-6.848,0.0985,0.0107,0.0,0.33,0.611,Rap
0.517,0.784,-5.654,0.347,0.126,0.0,0.126,0.633,Rap
0.861,0.6509999999999999,-4.718,0.111,0.0739,0.0,0.211,0.421,Rap
0.52,0.807,-6.281000000000001,0.409,0.24,0.00257,0.1989999999999999,0.628,Rap
0.613,0.66,-7.087000000000001,0.315,0.628,0.0,0.173,0.445,Rap
0.8420000000000001,0.578,-6.05,0.138,0.00419,0.0,0.228,0.19,Rap
0.517,0.705,-8.205,0.364,0.0751,0.0,0.128,0.584,Rap
0.614,0.66,-2.8480000000000003,0.0441,0.19,0.0,0.211,0.452,Rap
0.762,0.919,-3.378,0.069,0.295,0.0,0.126,0.603,Rap
0.8190000000000001,0.654,-6.665,0.136,0.517,0.0,0.0996,0.455,Rap
0.728,0.628,-8.83,0.319,0.351,0.0,0.198,0.313,Rap
0.847,0.637,-5.193,0.367,0.0258,0.000648,0.382,0.511,Rap
0.635,0.537,-7.895,0.0832,0.172,0.0,0.418,0.3829999999999999,Rap
0.848,0.649,-6.082999999999999,0.315,0.2319999999999999,0.0,0.1009999999999999,0.629,Rap
0.7190000000000001,0.611,-5.01,0.0403,0.0582,0.0,0.155,0.489,Rap
0.747,0.622,-5.825,0.0838,0.176,0.0,0.151,0.57,Rap
0.873,0.5770000000000001,-9.151,0.271,0.353,0.0,0.111,0.956,Rap
0.8340000000000001,0.421,-6.655,0.124,0.177,1.41e-05,0.159,0.093,Rap
0.6940000000000001,0.6970000000000001,-7.372999999999999,0.0379,0.162,0.0,0.0821,0.379,Rap
0.65,0.778,-4.226,0.134,0.221,0.0,0.0695,0.6,Rap
0.924,0.385,-7.049,0.185,0.187,0.0,0.132,0.39,Rap
0.7240000000000001,0.693,-5.379,0.0798,0.445,0.0,0.389,0.713,Rap
0.778,0.419,-10.313,0.148,0.0436,0.000123,0.132,0.1669999999999999,Rap
0.856,0.485,-5.519,0.0597,0.0481,0.0,0.108,0.0929,Rap
0.941,0.6759999999999999,-5.54,0.0936,0.211,4.64e-06,0.0986,0.93,Rap
0.531,0.512,-7.487999999999999,0.149,0.0465,0.0,0.295,0.327,Rap
0.809,0.737,-5.186,0.108,0.0441,0.0,0.341,0.367,Rap
0.8290000000000001,0.539,-7.359,0.208,0.136,1.78e-06,0.103,0.3879999999999999,Rap
0.7340000000000001,0.693,-6.227,0.0559999999999999,0.0232,0.0,0.225,0.332,Rap
0.466,0.8959999999999999,-2.958,0.248,0.6679999999999999,0.0,0.135,0.573,Rap
0.721,0.63,-7.787000000000001,0.2,0.0258,0.0,0.139,0.384,Rap
0.753,0.532,-8.994,0.068,0.118,0.0,0.105,0.0988,Rap
0.875,0.687,-5.734,0.387,0.236,0.0,0.141,0.8640000000000001,Rap
0.733,0.6779999999999999,-7.771,0.4379999999999999,0.121,0.0,0.344,0.841,Rap
0.928,0.552,-6.769,0.357,0.00166,0.0,0.114,0.3279999999999999,Rap
0.914,0.406,-9.374,0.0626,0.72,0.00123,0.154,0.774,Rap
0.715,0.441,-8.266,0.0584,0.0182,0.0,0.119,0.544,Rap
0.8320000000000001,0.5489999999999999,-8.259,0.0602,0.168,0.0,0.11,0.384,Rap
0.8759999999999999,0.954,-4.962,0.0683,0.0631,0.0053799999999999,0.0637,0.506,Rap
0.442,0.737,-5.046,0.109,0.0589,0.0,0.102,0.21,Rap
0.789,0.419,-9.874,0.157,0.249,0.0257,0.123,0.542,Rap
0.691,0.632,-7.598,0.0513,0.122,0.0,0.0646,0.488,Rap
0.727,0.696,-4.472,0.0706,0.251,0.0,0.0726,0.467,Rap
0.735,0.715,-3.777,0.113,0.802,0.00196,0.196,0.598,Rap
