danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,genre
0.71,0.8140000000000001,-4.575,0.0561,0.162,0.0,0.16,0.7140000000000001,Rap
0.8340000000000001,0.457,-10.775,0.5720000000000001,0.21,0.0,0.0641,0.5329999999999999,Rap
0.926,0.542,-5.064,0.293,0.135,0.0,0.0877,0.564,Rap
0.752,0.489,-5.233,0.1369999999999999,0.11,3.57e-06,0.2019999999999999,0.373,Rap
0.86,0.456,-4.3180000000000005,0.051,0.133,0.0166,0.0944,0.591,Rap
0.6609999999999999,0.797,-4.603,0.178,0.00688,0.000171,0.161,0.418,Rap
0.728,0.628,-8.83,0.319,0.351,0.0,0.198,0.313,Rap
0.8059999999999999,0.7490000000000001,-5.268,0.3279999999999999,0.0838,0.0,0.0621,0.77,Rap
0.649,0.561,-6.297000000000001,0.102,0.0273,0.0,0.122,0.311,Rap
0.81,0.353,-9.931,0.31,0.588,0.0,0.102,0.0727,Rap
0.638,0.523,-6.664,0.357,0.00454,0.0,0.0842,0.422,Rap
0.742,0.8440000000000001,-6.044,0.2269999999999999,0.28,0.0,0.1169999999999999,0.372,Rap
0.973,0.446,-9.355,0.0612,0.0303,1.75e-05,0.121,0.265,Rap
0.685,0.746,-4.558,0.2739999999999999,0.0127,0.0,0.32,0.594,Rap
0.482,0.7809999999999999,-5.334,0.411,0.629,2.87e-06,0.413,0.336,Rap
0.8759999999999999,0.7859999999999999,-4.884,0.306,0.0627,0.0,0.127,0.575,Rap
0.69,0.68,-4.08,0.21,0.447,0.0,0.0892,0.297,Rap
0.7859999999999999,0.552,-8.189,0.0944,0.423,0.0,0.0873,0.551,Rap
0.904,0.672,-6.544,0.1969999999999999,0.00382,3e-06,0.138,0.3979999999999999,Rap
0.816,0.502,-6.02,0.319,0.611,0.0,0.341,0.3379999999999999,Rap
0.474,0.589,-7.292000000000001,0.141,0.445,0.0,0.139,0.51,Rap
0.892,0.486,-8.637,0.384,0.048,0.0,0.146,0.535,Rap
0.862,0.685,-7.699,0.242,0.0342,0.0,0.204,0.672,Rap
0.863,0.57,-8.596,0.322,0.0279999999999999,0.0,0.0773,0.484,Rap
0.64,0.754,-5.872999999999999,0.283,0.255,0.0,0.63,0.584,Rap
0.897,0.7709999999999999,-5.446000000000001,0.26,0.0387,0.0,0.0694,0.951,Rap
0.524,0.629,-6.147,0.0398,0.514,0.0,0.104,0.364,Rap
0.6779999999999999,0.622,-8.169,0.165,0.127,0.0,0.109,0.451,Rap
0.835,0.838,-6.283,0.111,0.1669999999999999,0.0,0.255,0.8059999999999999,Rap
0.288,0.638,-6.935,0.0779,0.133,8.159999999999999e-05,0.14,0.147,Rap
0.736,0.519,-6.111000000000001,0.379,0.2189999999999999,0.0,0.143,0.677,Rap
0.902,0.621,-5.315,0.1989999999999999,0.0841,0.0,0.138,0.497,Rap
0.6809999999999999,0.701,-6.336,0.0767,0.106,0.0,0.208,0.3979999999999999,Rap
0.802,0.5820000000000001,-7.296,0.235,0.126,0.0,0.161,0.3379999999999999,Rap
0.865,0.792,-4.207,0.0677,0.168,1.46e-05,0.107,0.562,Rap
0.879,0.662,-6.162000000000001,0.309,0.033,0.0,0.716,0.7240000000000001,Rap
0.627,0.41,-8.156,0.0349,0.2789999999999999,0.0,0.107,0.0763,Rap
0.7759999999999999,0.503,-10.749,0.044,0.00342,0.0,0.126,0.255,Rap
0.716,0.537,-7.648,0.0514,0.233,0.0,0.157,0.28,Rap
0.532,0.906,-6.117999999999999,0.446,0.168,0.0,0.14,0.547,Rap
