danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,genre
0.604,0.872,-4.01,0.288,0.0978,0.0,0.121,0.732,206293,Rap
0.746,0.7979999999999999,-8.382,0.349,0.1369999999999999,0.0,0.139,0.5529999999999999,214827,Rap
0.737,0.429,-10.252,0.0785,0.632,0.0,0.104,0.147,185400,Rap
0.524,0.629,-6.147,0.0398,0.514,0.0,0.104,0.364,218854,Rap
0.6920000000000001,0.713,-4.489,0.351,0.3429999999999999,0.0,0.102,0.615,266080,Rap
0.777,0.73,-6.324,0.3279999999999999,0.065,0.0,0.113,0.738,165642,Rap
0.688,0.642,-5.567,0.321,0.221,0.0,0.2,0.341,161129,Rap
0.903,0.476,-7.744,0.109,0.0495,0.0,0.108,0.687,272221,Rap
0.753,0.679,-7.0920000000000005,0.0349,0.324,4.210000000000001e-05,0.423,0.19,145078,Rap
0.61,0.569,-9.447,0.345,0.0398,0.0,0.337,0.287,304640,Rap
0.8440000000000001,0.616,-10.648,0.128,0.262,0.0,0.0637,0.422,123540,Rap
0.539,0.937,-5.265,0.123,0.0599,2e-06,0.0915,0.775,268069,Rap
0.8240000000000001,0.733,-5.474,0.0613,0.0362,0.0,0.325,0.395,284387,Rap
0.488,0.583,-11.469,0.374,0.7559999999999999,0.0,0.1969999999999999,0.144,300187,Rap
0.759,0.73,-7.985,0.0516,0.145,3.06e-06,0.11,0.74,268434,Rap
0.7340000000000001,0.6829999999999999,-6.105,0.0776,0.013,0.0,0.28,0.445,228367,Rap
0.8420000000000001,0.8009999999999999,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,212500,Rap
0.6729999999999999,0.56,-8.184,0.0776,0.44,0.0,0.098,0.238,195500,Rap
0.664,0.561,-7.034,0.154,0.503,0.0,0.0896,0.621,169853,Rap
0.867,0.6629999999999999,-5.837999999999999,0.178,0.4429999999999999,0.0,0.1169999999999999,0.481,219733,Rap
0.71,0.4039999999999999,-10.04,0.379,0.484,0.0,0.0953,0.3979999999999999,165853,Rap
0.613,0.66,-7.087000000000001,0.315,0.628,0.0,0.173,0.445,252265,Rap
0.831,0.8140000000000001,-5.18,0.474,0.391,0.0,0.109,0.846,214854,Rap
0.653,0.368,-15.055,0.147,0.377,0.000391,0.179,0.147,176000,Rap
0.851,0.85,-3.4,0.0904,0.226,0.0,0.145,0.642,165605,Rap
0.921,0.73,-3.899,0.283,0.00466,0.0,0.1,0.44,226038,Rap
0.888,0.715,-3.377,0.2739999999999999,0.128,0.0,0.0898,0.557,107771,Rap
0.831,0.499,-8.442,0.114,0.2689999999999999,0.0,0.3,0.511,220487,Rap
0.542,0.434,-11.17,0.0645,0.176,0.0,0.178,0.0702,232000,Rap
0.755,0.625,-7.702000000000001,0.0518,0.0362,0.0,0.215,0.325,155351,Rap
0.7759999999999999,0.6779999999999999,-4.505,0.376,0.00476,0.0,0.363,0.81,148376,Rap
0.64,0.519,-6.757000000000001,0.188,0.25,0.0,0.0883,0.252,143493,Rap
0.78,0.657,-7.149,0.317,0.0321,2.56e-06,0.3389999999999999,0.648,245173,Rap
0.76,0.476,-8.103,0.241,0.294,0.0,0.1,0.354,161990,Rap
0.693,0.5760000000000001,-6.955,0.0868,0.0975,0.0,0.207,0.691,135000,Rap
0.74,0.444,-15.473,0.2269999999999999,0.8640000000000001,7.190000000000001e-05,0.0923,0.767,225045,Rap
0.716,0.537,-7.648,0.0514,0.233,0.0,0.157,0.28,165978,Rap
0.75,0.56,-8.094,0.105,0.546,0.0,0.111,0.4589999999999999,221440,Rap
0.8340000000000001,0.608,-5.176,0.163,0.0080299999999999,0.0,0.107,0.183,181221,Rap
0.883,0.6729999999999999,-8.089,0.3,0.057,2.8000000000000003e-05,0.13,0.507,126000,Rap
0.838,0.505,-9.354,0.3829999999999999,0.5479999999999999,0.0012699999999999,0.211,0.407,268667,Rap
0.517,0.705,-8.205,0.364,0.0751,0.0,0.128,0.584,239320,Rap
0.7340000000000001,0.667,-4.996,0.0871,0.092,2.12e-05,0.104,0.165,211440,Rap
0.8,0.7490000000000001,-4.9430000000000005,0.33,0.204,0.0,0.113,0.961,114373,Rap
0.742,0.5589999999999999,-5.876,0.141,0.0324,0.0,0.0987,0.431,280831,Rap
0.614,0.5429999999999999,-7.178,0.374,0.0077599999999999,3.28e-05,0.3829999999999999,0.485,234093,Rap
0.863,0.368,-12.307,0.0396,0.299,0.000324,0.102,0.445,192235,Rap
0.747,0.5579999999999999,-5.566,0.0426,0.0593,0.0,0.11,0.306,206772,Rap
0.742,0.72,-2.8760000000000003,0.1159999999999999,0.0402,0.000846,0.0839,0.97,260320,Rap
0.705,0.65,-5.654,0.212,0.359,0.0,0.1689999999999999,0.6579999999999999,257274,Rap
0.414,0.608,-11.439,0.32,0.258,0.0,0.148,0.8029999999999999,198000,Rap
0.631,0.848,-4.839,0.31,0.138,0.0,0.379,0.265,231352,Rap
0.8440000000000001,0.513,-8.769,0.335,0.178,0.0,0.0845,0.344,244941,Rap
0.871,0.44,-6.25,0.0761,0.499,4.15e-06,0.114,0.799,221267,Rap
0.7040000000000001,0.778,-6.722,0.156,0.275,0.0,0.401,0.465,331480,Rap
0.8490000000000001,0.755,-7.399,0.363,0.346,0.0,0.0564,0.3929999999999999,206655,Rap
0.568,0.607,-7.438,0.108,0.0867,0.0,0.0972,0.2689999999999999,241427,Rap
0.6409999999999999,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,258343,Rap
0.7170000000000001,0.753,-4.609,0.311,0.293,0.0,0.158,0.631,174012,Rap
0.6920000000000001,0.521,-8.465,0.33,0.301,0.0,0.0565,0.4629999999999999,292987,Rap
0.711,0.7390000000000001,-3.804,0.129,0.114,0.0,0.226,0.43,252256,Rap
0.542,0.914,-4.747,0.113,0.0161,0.0,0.7440000000000001,0.5760000000000001,292093,Rap
0.742,0.72,-7.36,0.163,0.1939999999999999,0.0,0.1119999999999999,0.826,182720,Rap
0.82,0.71,-4.263999999999999,0.181,0.00299,0.0,0.1969999999999999,0.518,258090,Rap
0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.2689999999999999,213333,Rap
0.636,0.501,-7.26,0.3289999999999999,0.413,0.0,0.3389999999999999,0.196,265120,Rap
0.916,0.493,-7.371,0.162,0.12,2.63e-06,0.211,0.327,195591,Rap
0.762,0.919,-3.378,0.069,0.295,0.0,0.126,0.603,213013,Rap
0.836,0.703,-4.732,0.107,0.0301,0.0,0.124,0.213,211893,Rap
0.794,0.637,-6.372999999999999,0.267,0.11,0.0,0.185,0.503,158987,Rap
0.619,0.607,-9.483,0.316,0.206,0.0,0.113,0.2019999999999999,219339,Rap
0.7709999999999999,0.654,-6.976,0.298,0.055,0.0,0.214,0.573,224955,Rap
0.743,0.87,-2.188,0.212,0.0595,0.0,0.299,0.884,194184,Rap
0.767,0.503,-8.905,0.064,0.00891,0.0,0.18,0.324,212637,Rap
0.7759999999999999,0.6940000000000001,-7.39,0.0327,0.385,0.00238,0.104,0.261,187272,Rap
0.8220000000000001,0.644,-7.992000000000001,0.19,0.196,0.0,0.0916,0.82,144562,Rap
0.732,0.75,-6.3660000000000005,0.231,0.00264,0.0,0.109,0.401,182707,Rap
0.5920000000000001,0.584,-6.232,0.0893,0.158,2.63e-06,0.132,0.447,245893,Rap
0.8740000000000001,0.6559999999999999,-6.478,0.091,0.585,0.0,0.251,0.561,179372,Rap
0.6990000000000001,0.489,-9.461,0.0388,0.365,4.2e-05,0.132,0.0739,214925,Rap
0.7120000000000001,0.598,-5.367999999999999,0.0388,0.0546,0.0,0.154,0.504,212354,Rap
0.643,0.5579999999999999,-11.454,0.0438,0.3879999999999999,0.00054,0.0992,0.434,178032,Rap
0.612,0.7170000000000001,-3.432,0.0755,0.0141,0.0,0.198,0.132,174545,Rap
0.8,0.585,-7.343,0.0924,0.264,0.0,0.153,0.779,213400,Rap
0.5479999999999999,0.506,-7.434,0.102,0.203,0.0001,0.0788,0.557,160000,Rap
0.6779999999999999,0.682,-8.642000000000001,0.185,0.0007379999999999,0.0,0.1169999999999999,0.283,139452,Rap
0.7020000000000001,0.698,-6.267,0.3229999999999999,0.42,0.0,0.098,0.616,245055,Rap
0.669,0.684,-3.544,0.0696,0.516,0.0,0.214,0.41,117093,Rap
0.8590000000000001,0.563,-6.635,0.1119999999999999,0.0541,0.0,0.0685,0.412,258789,Rap
0.706,0.5589999999999999,-5.216,0.0416,0.0372,0.0,0.379,0.252,217405,Rap
0.879,0.4479999999999999,-8.57,0.222,0.0346,0.0,0.2239999999999999,0.278,198913,Rap
0.6779999999999999,0.562,-9.197,0.508,0.193,0.0,0.104,0.5660000000000001,307880,Rap
0.743,0.649,-6.375,0.0677,0.0138,4.83e-06,0.1009999999999999,0.259,190986,Rap
0.879,0.662,-6.162000000000001,0.309,0.033,0.0,0.716,0.7240000000000001,189909,Rap
0.797,0.389,-11.448,0.152,0.235,0.0,0.1689999999999999,0.764,129071,Rap
0.8390000000000001,0.437,-11.344,0.285,0.0438,2.75e-06,0.131,0.4639999999999999,271307,Rap
0.76,0.507,-9.933,0.0875,0.203,1.25e-05,0.105,0.2739999999999999,227496,Rap
0.863,0.433,-9.78,0.688,0.0666,0.0,0.313,0.5589999999999999,129306,Rap
0.502,0.623,-8.812000000000001,0.44,0.609,0.0,0.119,0.3989999999999999,211680,Rap
0.698,0.3229999999999999,-9.4,0.396,0.203,0.0,0.0939,0.3279999999999999,154074,Rap
0.552,0.583,-8.497,0.238,0.515,0.0,0.235,0.71,236905,Rap
0.485,0.7829999999999999,-7.82,0.623,0.346,0.0,0.752,0.154,184599,Rap
0.67,0.7,-7.893,0.196,0.5760000000000001,5.34e-06,0.226,0.648,160293,Rap
0.569,0.777,-4.041,0.0834,0.139,0.0,0.132,0.181,246987,Rap
0.764,0.711,-3.818,0.288,0.175,0.0,0.105,0.774,112667,Rap
0.557,0.614,-8.479,0.25,0.71,0.0,0.173,0.8540000000000001,185114,Rap
0.722,0.741,-3.72,0.19,0.249,0.0,0.151,0.46,308652,Rap
0.8290000000000001,0.52,-10.34,0.294,0.0232,0.0,0.134,0.248,194118,Rap
0.7020000000000001,0.688,-3.804,0.3329999999999999,0.287,0.0,0.233,0.517,133360,Rap
0.77,0.578,-6.209,0.106,0.0186,0.0,0.268,0.285,138000,Rap
0.748,0.705,-4.547,0.485,0.204,0.0,0.246,0.483,208733,Rap
0.892,0.568,-5.522,0.0768,0.123,0.0,0.107,0.423,204862,Rap
0.555,0.8029999999999999,-6.267,0.356,0.00702,0.0,0.444,0.236,331867,Rap
0.7490000000000001,0.62,-6.959,0.311,0.0647,0.0,0.114,0.484,197293,Rap
0.835,0.413,-9.81,0.396,0.373,0.00133,0.1009999999999999,0.111,258880,Rap
0.73,0.772,-3.883,0.316,0.0878,0.0,0.401,0.4029999999999999,218103,Rap
0.637,0.2,-17.277,0.205,0.303,0.00528,0.102,0.414,224000,Rap
0.903,0.6679999999999999,-7.881,0.24,0.0033299999999999,0.0,0.111,0.532,166333,Rap
0.866,0.613,-6.385,0.151,0.0293,0.0,0.104,0.359,229210,Rap
0.726,0.597,-8.574,0.145,0.128,0.0326,0.131,0.367,151615,Rap
0.787,0.713,-5.252000000000001,0.401,0.0849,0.0,0.7170000000000001,0.7609999999999999,148759,Rap
0.768,0.622,-6.56,0.308,0.3429999999999999,2.21e-06,0.0789,0.603,192265,Rap
0.7559999999999999,0.317,-15.468,0.0703,0.1989999999999999,0.8740000000000001,0.0746,0.108,115333,Rap
0.924,0.722,-3.822,0.252,0.0124,0.0,0.145,0.598,136733,Rap
0.7609999999999999,0.517,-6.916,0.0927,0.114,0.0,0.157,0.46,174730,Rap
0.7340000000000001,0.555,-5.303,0.0579,0.183,0.0,0.109,0.24,172662,Rap
0.8909999999999999,0.535,-10.91,0.386,0.311,0.00125,0.132,0.31,190472,Rap
0.838,0.7759999999999999,-3.125,0.0933,0.0435,0.000121,0.0924,0.715,244680,Rap
0.855,0.6759999999999999,-5.736000000000001,0.325,0.0888,0.0,0.144,0.509,195299,Rap
0.8759999999999999,0.647,-3.917,0.28,0.16,0.0,0.238,0.961,223067,Rap
0.873,0.682,-5.869,0.377,0.025,0.0,0.0685,0.799,151600,Rap
0.66,0.76,-5.726,0.0787,0.291,0.0,0.632,0.3939999999999999,180129,Rap
0.52,0.807,-6.281000000000001,0.409,0.24,0.00257,0.1989999999999999,0.628,168591,Rap
0.622,0.7040000000000001,-5.384,0.0535,0.15,0.00159,0.139,0.3929999999999999,162000,Rap
0.586,0.539,-8.743,0.1989999999999999,0.178,0.0,0.105,0.1969999999999999,161139,Rap
0.597,0.856,-7.089,0.0431,0.209,0.0159,0.278,0.7709999999999999,167320,Rap
0.5770000000000001,0.6459999999999999,-5.902,0.13,0.0913,4.18e-05,0.17,0.575,195093,Rap
0.821,0.804,-8.402000000000001,0.0699,0.0295,0.095,0.115,0.708,139356,Rap
0.737,0.619,-7.606,0.0469,0.222,0.0,0.128,0.1939999999999999,180035,Rap
0.575,0.662,-6.976,0.356,0.115,1.51e-06,0.214,0.297,317373,Rap
0.857,0.353,-6.146,0.077,0.374,0.0,0.133,0.0749,115122,Rap
0.669,0.617,-8.011000000000001,0.252,0.0733,3.12e-06,0.159,0.613,198863,Rap
0.677,0.732,-6.86,0.171,0.1939999999999999,0.0,0.0907,0.32,277293,Rap
0.552,0.731,-6.872999999999999,0.615,0.0536,0.0,0.258,0.632,248613,Rap
0.755,0.615,-8.245,0.0454,0.00587,1.75e-06,0.109,0.039,215364,Rap
0.845,0.631,-8.206,0.216,0.188,0.0,0.0806,0.545,279907,Rap
0.6659999999999999,0.609,-6.393,0.0509,0.1,0.000102,0.0747,0.1989999999999999,165198,Rap
0.8170000000000001,0.556,-7.178,0.14,0.469,0.0,0.131,0.314,166368,Rap
0.816,0.511,-8.675,0.0676,0.11,0.000387,0.0879,0.4029999999999999,160560,Rap
0.731,0.48,-9.169,0.374,0.373,4.86e-06,0.154,0.7709999999999999,139007,Rap
0.517,0.784,-5.654,0.347,0.126,0.0,0.126,0.633,222262,Rap
0.755,0.884,-5.296,0.0638,0.0208,2.97e-06,0.248,0.897,231933,Rap
0.725,0.451,-11.445,0.125,0.396,0.0,0.114,0.289,246480,Rap
0.976,0.546,-6.854,0.26,0.0466,1.39e-05,0.0945,0.852,228507,Rap
0.469,0.489,-6.071000000000001,0.0314,0.841,0.0,0.103,0.201,123387,Rap
0.763,0.4479999999999999,-11.194,0.062,0.0983,0.0,0.0925,0.272,207595,Rap
0.7020000000000001,0.708,-5.3660000000000005,0.0547,0.201,0.0,0.118,0.713,198408,Rap
0.78,0.828,-2.235,0.237,0.409,0.0,0.104,0.7859999999999999,167898,Rap
0.713,0.831,-4.75,0.15,0.0168,0.0,0.118,0.584,332301,Rap
0.974,0.596,-8.888,0.184,0.0976,0.0,0.151,0.892,149040,Rap
0.711,0.838,-3.553,0.122,0.00607,0.0,0.0898,0.53,224770,Rap
0.8270000000000001,0.506,-4.339,0.255,0.019,4.78e-06,0.107,0.078,126928,Rap
0.752,0.586,-12.73,0.436,0.0606,0.0,0.118,0.897,169601,Rap
0.907,0.539,-7.782,0.36,0.0408,0.0,0.253,0.664,150115,Rap
0.867,0.7440000000000001,-5.171,0.2269999999999999,0.268,0.0,0.0713,0.645,173288,Rap
0.884,0.445,-10.58,0.418,0.222,0.0,0.1119999999999999,0.851,138427,Rap
0.746,0.497,-5.785,0.149,0.00944,8.6e-05,0.1009999999999999,0.25,157816,Rap
0.7709999999999999,0.8959999999999999,-5.289,0.129,0.0275,0.0,0.204,0.0593,296133,Rap
0.812,0.385,-9.676,0.416,0.787,0.0,0.103,0.742,164562,Rap
0.703,0.723,-5.45,0.0412,0.0302,2.06e-06,0.126,0.288,198903,Rap
0.888,0.516,-10.228,0.41,0.148,0.0,0.106,0.606,114865,Rap
0.774,0.701,-6.443,0.2339999999999999,0.0328,0.0,0.0916,0.422,191771,Rap
0.861,0.637,-5.692,0.24,0.0515,3.35e-06,0.0967,0.474,228654,Rap
0.956,0.64,-8.527000000000001,0.2339999999999999,0.023,3e-05,0.103,0.421,177424,Rap
0.8109999999999999,0.726,-6.726,0.3229999999999999,0.362,1.88e-06,0.121,0.57,235897,Rap
0.836,0.579,-6.164,0.243,0.00207,0.0,0.11,0.431,213358,Rap
0.8270000000000001,0.615,-5.879,0.222,0.0159,0.0,0.307,0.221,204117,Rap
0.7490000000000001,0.794,-5.063,0.064,0.0193,0.0,0.5429999999999999,0.46,269554,Rap
0.856,0.485,-5.519,0.0597,0.0481,0.0,0.108,0.0929,174720,Rap
0.956,0.785,-5.474,0.235,0.0555,0.0,0.2189999999999999,0.304,188461,Rap
0.687,0.672,-5.975,0.0573,0.198,0.0,0.175,0.792,261000,Rap
0.639,0.312,-9.902,0.0301,0.774,0.469,0.0857,0.347,150769,Rap
0.7440000000000001,0.43,-10.604,0.309,0.455,2.73e-06,0.126,0.266,201667,Rap
0.926,0.4539999999999999,-9.932,0.0732,0.036,0.0004219999999999,0.0896,0.34,224002,Rap
0.487,0.74,-4.973,0.0944,0.157,0.0,0.612,0.522,181688,Rap
0.726,0.6509999999999999,-6.352,0.3,0.1639999999999999,7.26e-06,0.303,0.382,312080,Rap
0.8340000000000001,0.4539999999999999,-9.75,0.201,0.321,6.15e-06,0.114,0.8370000000000001,247059,Rap
0.763,0.5720000000000001,-7.312,0.0595,0.493,0.00118,0.106,0.25,190472,Rap
0.747,0.5529999999999999,-7.294,0.1169999999999999,0.281,0.0,0.1169999999999999,0.262,191033,Rap
0.769,0.627,-4.064,0.262,0.3939999999999999,0.0,0.106,0.49,164038,Rap
0.698,0.5720000000000001,-7.735,0.198,0.135,0.0,0.154,0.391,176959,Rap
0.868,0.657,-4.853,0.113,0.0158,0.0,0.0995,0.436,191410,Rap
0.743,0.76,-8.484,0.106,0.39,0.0,0.176,0.787,178132,Rap
0.496,0.785,-3.472,0.306,0.0328,0.0,0.0941,0.357,318360,Rap
0.889,0.455,-9.0,0.256,0.0216,0.00456,0.11,0.299,158240,Rap
0.698,0.633,-4.946000000000001,0.0597,0.0605,0.000194,0.0926,0.552,232187,Rap
0.833,0.539,-7.399,0.178,0.163,2.1e-06,0.1009999999999999,0.385,149520,Rap
0.8440000000000001,0.715,-6.4270000000000005,0.303,0.429,0.0,0.0923,0.418,181109,Rap
0.7879999999999999,0.516,-6.807,0.2189999999999999,0.1,0.0,0.129,0.235,222400,Rap
0.715,0.441,-8.266,0.0584,0.0182,0.0,0.119,0.544,178853,Rap
0.85,0.785,-4.963,0.345,0.0367,0.0,0.155,0.718,343099,Rap
0.514,0.634,-6.513999999999999,0.3829999999999999,0.235,0.0,0.13,0.308,193013,Rap
0.904,0.492,-9.657,0.155,0.00119,0.364,0.125,0.257,223275,Rap
0.86,0.456,-4.3180000000000005,0.051,0.133,0.0166,0.0944,0.591,192756,Rap
